Supplier_ID,URL,SKU,Title,Price,Original Price,Savings,Manufacturer_EAN,Products_Model,Manufacturer_name,Manufacturer_Series,Shipping_Time
1,https://www.megabad.com/hersteller-kermi-badheizkoerper-decor-arte-line-a-842779.htm,842779,"Kermi Decor-Arte Line Badheizkörper 60 x 7,8 x 200 cm","1124.76
                                                         €",2080.12,"955.36
                                                 €",NA,D2N102000602XXK,Kermi,Decor-Arte Plan,Ca. 4-9 Werktage
1,https://www.megabad.com/hersteller-kermi-badheizkoerper-decor-arte-pure-a-843562.htm?varid=843574,843562,"Kermi Decor-Arte Pure Badheizkörper 59,5 x 9,6 x 160 cm","983.69
                                                         €",1819.51,"835.82
                                                 €",NA,D3N1V1600607XXK,Kermi,Decor-Arte Pure,Ca. 4-9 Werktage
1,https://www.megabad.com/hersteller-kermi-badheizkoerper-decor-arte-pure-a-845128.htm,845128,"Kermi Decor-Arte Pure Badheizkörper 71,5 x 9,6 x 200 cm","1197.96
                                                         €",2215.78,"1.017.82
                                                 €",NA,D3N1V2000722XXK,Kermi,Decor-Arte Pure,Ca. 4-9 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-rainfinity-brausehalter-schlauchanschluss-wandanschluss-a-668368.htm?varid=668374,668368,hansgrohe Rainfinity Wandanschluss Porter 500 mit Ablage und Brausehalter rechts,"299.00
                                                         €",484.09,"185.09
                                                 €",NA,26858700,hansgrohe,Rainfinity,Ca. 9-17 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-rainfinity-accessoires-ablage-500-a-668425.htm?varid=668428,668425,hansgrohe Rainfinity Ablage 500,"219.90
                                                         €",341.89,"121.99
                                                 €",NA,26844700,hansgrohe,Rainfinity,Ca. 4-9 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-rainfinity-kopfbrausen-360-3jet-a-664831.htm?varid=673429,664831,hansgrohe Rainfinity Kopfbrause 360 3jet mit Wandanschluss,"975.16
                                                         €",1875.32,"900.16
                                                 €",NA,26234140,hansgrohe,Rainfinity,Ca. 25-33 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-rainfinity-kopfbrausen-360-3jet-a-664831.htm?varid=673435,664831,hansgrohe Rainfinity Kopfbrause 360 3jet mit Wandanschluss,"845.16
                                                         €",1625.30,"780.14
                                                 €",NA,26234670,hansgrohe,Rainfinity,Ca. 9-17 Werktage
1,https://www.megabad.com/hersteller-duravit-me-by-starck-waschtische-a-326061.htm?varid=748159,326061,Duravit ME by Starck Möbelwaschtisch 103 cm ohne Hahnloch,"642.00
                                                         €",1424.43,"782.43
                                                 €",NA,23361032601,Duravit,ME by Starck,Ca. 4-9 Werktage
1,https://www.megabad.com/hersteller-kermi-badheizkoerper-fineo-50-x-a-837913.htm,837913,"Kermi Fineo Badheizkörper 50 x 3,3 x 180 cm","748.06
                                                         €",1382.78,"634.72
                                                 €",NA,FPN111800502XXK,Kermi,Fineo,Ca. 9-17 Werktage
1,https://www.megabad.com/hersteller-kermi-badheizkoerper-fineo-50-x-a-837913.htm?varid=837916,837913,"Kermi Fineo Badheizkörper 50 x 3,3 x 180 cm","860.16
                                                         €",1589.84,"729.68
                                                 €",NA,FPN11180050JXXK,Kermi,Fineo,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-keuco-edition-90-accessoires-glasablage-a-754867.htm,754867,Keuco Edition 90 Glasablage für Toilettenpapierhalter,"92.51
                                                         €",165.53,"73.02
                                                 €",NA,19073008000,Keuco,Edition 90,Ca. 4-9 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-metropol-waschtisch-einhebel-waschtischmischer-a-670234.htm,670234,hansgrohe Metropol Einhebel-Waschtischmischer 230 mit Hebelgriff und Push-Open Ablaufgarnitur,"380.42
                                                         €",634.03,"253.61
                                                 €",NA,32511340,hansgrohe,Metropol,Auf Lager
1,https://www.megabad.com/hersteller-hansgrohe-metropol-waschtisch-einhebel-waschtischmischer-a-670231.htm,670231,hansgrohe Metropol Einhebel-Waschtischmischer 230 mit Hebelgriff und Push-Open Ablaufgarnitur,"386.00
                                                         €",634.03,"248.03
                                                 €",NA,32511140,hansgrohe,Metropol,Auf Lager
1,https://www.megabad.com/hersteller-hansgrohe-metropol-waschtisch-einhebel-waschtischmischer-a-789208.htm,789208,"hansgrohe Metropol Einhebel-Waschtischmischer Unterputz mit Hebelgriff und Auslauf 22,5 cm für Wandmontage","318.80
                                                         €",531.34,"212.54
                                                 €",NA,32526700,hansgrohe,Metropol,Ca. 9-17 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-metropol-waschtisch-einhebel-waschtischmischer-a-789217.htm,789217,"hansgrohe Metropol Einhebel-Waschtischmischer Unterputz mit Hebelgriff und Auslauf 22,5 cm für Wandmontage","341.58
                                                         €",569.30,"227.72
                                                 €",NA,32526990,hansgrohe,Metropol,Ca. 9-17 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-metropol-wanne-einhebel-wannenmischer-a-789511.htm,789511,hansgrohe Metropol Einhebel-Wannenmischer Unterputz mit Hebelgriff und Sicherungskombination,"328.58
                                                         €",547.64,"219.06
                                                 €",NA,32546340,hansgrohe,Metropol,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-metropol-wanne-einhebel-wannenmischer-a-789520.htm,789520,hansgrohe Metropol Einhebel-Wannenmischer Unterputz mit Hebelgriff und Sicherungskombination,"328.58
                                                         €",547.64,"219.06
                                                 €",NA,32546990,hansgrohe,Metropol,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-talis-bidet-einhebel-bidetmischer-a-671008.htm,671008,hansgrohe Talis E Einhebel-Bidetmischer mit Zugstangen-Ablaufgarnitur,"151.22
                                                         €",252.04,"100.82
                                                 €",NA,71720990,hansgrohe,Talis E,Ca. 25-33 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-brausenprogramm-kopfbrausen-premium-linie-a-673462.htm,673462,hansgrohe Raindance E 300 Air 1jet Kopfbrause mit Deckenanschluss 10 cm,"479.81
                                                         €",799.68,"319.87
                                                 €",NA,26250700,hansgrohe,Raindance E 300,Ca. 25-33 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-brausenprogramm-kopfbrausen-premium-linie-a-673456.htm,673456,hansgrohe Raindance E 300 Air 1jet Kopfbrause mit Deckenanschluss 10 cm,"514.08
                                                         €",856.80,"342.72
                                                 €",NA,26250340,hansgrohe,Raindance E 300,Ca. 25-33 Werktage
1,https://www.megabad.com/hersteller-hansgrohe-brausenprogramm-kopfbrausen-premium-linie-a-673453.htm,673453,hansgrohe Raindance E 300 Air 1jet Kopfbrause mit Deckenanschluss 10 cm,"514.08
                                                         €",856.80,"342.72
                                                 €",NA,26250140,hansgrohe,Raindance E 300,Ca. 25-33 Werktage
1,https://www.megabad.com/hansgrohe-ablaufsysteme-wanne-exafill-fertigset-a-673759.htm,673759,hansgrohe Exafill S Fertigset,"170.21
                                                         €",283.70,"113.49
                                                 €",NA,58117990,hansgrohe,NA,Ca. 25-33 Werktage
1,https://www.megabad.com/hansgrohe-ablaufsysteme-wanne-exafill-fertigset-a-673744.htm,673744,hansgrohe Exafill S Fertigset,"170.21
                                                         €",283.70,"113.49
                                                 €",NA,58117140,hansgrohe,NA,Auf Lager
1,https://www.megabad.com/hersteller-duravit-badarmaturen-1-brause-shower-a-636835.htm,636835,Duravit B.1 Shower System mit Brausethermostat,"389.01
                                                         €",931.77,"542.76
                                                 €",NA,B14280008010,Duravit,B.1,Auf Lager
1,https://www.megabad.com/hersteller-burgbad-eqio-waschtischkombinationen-mit-keramik-a-981371.htm,981371,"burgbad Eqio Waschtischkombination mit Keramik-Waschtisch 83 cm, mit Stangengriff P95","619.96
                                                         €",974.61,"354.65
                                                 €",NA,SEYQ083-F2009-C0001-P95,burgbad,Eqio,Ca. 9-17 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-waschtischkombinationen-mit-keramik-a-981371.htm?varid=981374,981371,"burgbad Eqio Waschtischkombination mit Keramik-Waschtisch 83 cm, mit Stangengriff P95","619.96
                                                         €",974.61,"354.65
                                                 €",NA,SEYQ083-F2010-C0001-P95,burgbad,Eqio,Ca. 9-17 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-waschtischkombinationen-keramik-83-a-578737.htm?varid=578740,578737,"burgbad Eqio Waschtischkombination mit Keramik-Waschtisch 83 cm, mit Griff G0146","619.96
                                                         €",974.61,"354.65
                                                 €",NA,SEYQ083-F2010-C0001-G0146,burgbad,Eqio,Auf Lager
1,https://www.megabad.com/hersteller-burgbad-eqio-waschtischkombinationen-keramik-83-a-578737.htm?varid=578743,578737,"burgbad Eqio Waschtischkombination mit Keramik-Waschtisch 83 cm, mit Griff G0146","619.96
                                                         €",974.61,"354.65
                                                 €",NA,SEYQ083-F2012-C0001-G0146,burgbad,Eqio,Auf Lager
1,https://www.megabad.com/hersteller-burgbad-eqio-waschtischkombinationen-keramik-83-a-578737.htm?varid=578749,578737,"burgbad Eqio Waschtischkombination mit Keramik-Waschtisch 83 cm, mit Griff G0146","619.96
                                                         €",974.61,"354.65
                                                 €",NA,SEYQ083-F2632-C0001-G0146,burgbad,Eqio,Auf Lager
1,https://www.megabad.com/hersteller-burgbad-eqio-waschtischkombinationen-keramik-83-a-578737.htm?varid=578752,578737,"burgbad Eqio Waschtischkombination mit Keramik-Waschtisch 83 cm, mit Griff G0146","619.96
                                                         €",974.61,"354.65
                                                 €",NA,SEYQ083-F3180-C0001-G0146,burgbad,Eqio,Auf Lager
